FHR_denoised,UC
0.0,19.0
0.0,18.0
0.0,17.5
0.0,19.0
0.0,22.0
0.0,23.5
0.0,22.0
0.0,21.0
0.0,20.0
0.0,19.5
0.0,18.5
0.0,20.5
0.0,23.0
0.0,24.5
0.0,24.0
0.0,22.0
0.0,21.0
0.0,19.5
0.0,20.0
0.0,22.5
0.0,24.5
0.0,24.5
0.0,23.0
0.0,21.5
0.0,20.0
0.0,20.0
0.0,22.5
0.0,24.0
0.0,25.0
0.0,23.5
0.0,23.0
0.0,21.5
0.0,21.0
0.0,20.5
0.0,22.5
0.0,24.5
0.0,26.0
0.0,24.5
0.0,23.0
0.0,22.0
0.0,21.5
0.0,21.0
0.0,23.0
0.0,25.0
0.0,26.0
0.0,24.5
0.0,24.0
0.0,23.0
0.0,22.5
0.0,22.0
0.0,22.5
0.0,24.0
0.0,26.0
0.0,26.0
0.0,25.0
0.0,25.0
0.0,25.0
0.0,25.0
0.0,25.5
0.0,26.0
0.0,27.0
153.25,28.0
153.25,28.5
154.0,29.5
154.0,29.0
154.0,27.5
154.0,26.5
154.0,26.0
154.0,26.5
154.0,28.5
153.75,30.0
153.75,30.0
153.75,29.0
153.75,28.5
153.75,28.5
153.75,28.5
153.75,29.0
153.75,28.5
153.75,27.5
146.25000000000003,26.5
146.25000000000003,27.5
146.25000000000003,28.5
146.25000000000003,29.5
146.25000000000003,30.0
146.25000000000003,28.0
146.25000000000003,27.0
146.25000000000003,26.0
146.25000000000003,26.0
146.25000000000003,25.0
146.25000000000003,26.5
146.25000000000003,28.0
146.25000000000003,29.5
146.25000000000003,29.0
146.25000000000003,27.5
146.25000000000003,28.0
146.25000000000003,28.0
146.25000000000003,28.0
146.25000000000003,28.5
146.25000000000003,28.5
161.25,28.5
170.75,29.0
170.75,29.5
170.75,30.5
170.75,30.0
170.75,29.5
170.75,33.0
170.75,32.5
171.0,32.0
171.0,31.5
171.0,31.5
146.25000000000003,31.5
146.25000000000003,32.0
146.25000000000003,32.0
146.25000000000003,32.0
149.25,32.0
149.25,32.5
147.0,32.5
147.0,31.5
147.0,30.0
147.0,29.0
147.0,29.0
147.0,31.5
147.0,32.5
147.0,33.0
147.0,31.5
147.0,30.5
