FHR_denoised,UC
82.75,40.0
82.75,40.0
82.75,40.0
82.75,40.0
82.75,40.0
82.75,40.0
82.75,39.5
118.50000000000004,38.5
118.50000000000004,37.5
118.50000000000004,37.0
118.50000000000004,37.0
118.50000000000004,36.5
118.50000000000004,36.5
118.50000000000004,37.0
118.50000000000004,35.5
118.50000000000004,35.0
118.50000000000004,34.0
158.25,32.5
158.25,33.5
160.5,34.5
160.5,34.0
161.25,33.5
161.25,32.5
158.0,32.0
158.0,32.0
154.0,31.5
154.0,31.0
155.0,31.0
155.0,31.0
154.5,31.0
155.25,30.5
155.25,30.0
155.75,29.5
155.75,29.5
152.75,29.5
152.75,29.5
152.75,29.0
155.0,29.0
155.0,29.0
155.5,29.0
155.5,29.0
155.5,29.0
155.5,29.0
155.5,31.0
153.75,32.5
153.75,33.5
118.50000000000004,34.5
118.50000000000004,33.5
118.50000000000004,33.0
112.0,33.5
112.0,34.0
112.0,34.0
112.0,35.5
118.50000000000004,35.5
118.50000000000004,34.5
118.50000000000004,34.0
118.50000000000004,33.0
118.50000000000004,32.5
118.50000000000004,32.0
118.50000000000004,32.0
118.50000000000004,32.0
118.50000000000004,31.5
118.50000000000004,31.0
118.50000000000004,30.5
118.50000000000004,29.5
118.50000000000004,29.0
118.50000000000004,28.5
118.50000000000004,28.5
118.50000000000004,28.5
118.50000000000004,28.5
118.50000000000004,28.0
118.50000000000004,27.5
118.50000000000004,27.5
118.50000000000004,27.5
118.50000000000004,27.5
118.50000000000004,27.5
118.50000000000004,28.0
113.5,28.0
113.5,28.5
113.5,29.0
116.0,29.5
116.0,29.5
117.5,29.5
117.5,29.5
115.75,29.0
115.75,29.5
119.25,29.5
119.25,29.0
118.0,28.5
118.0,28.0
118.0,27.5
118.0,27.5
119.5,27.0
119.5,27.0
118.75,27.5
118.75,28.0
120.0,28.0
120.0,27.5
120.0,26.0
117.0,26.5
117.0,27.5
117.0,27.5
117.0,27.0
118.25,26.5
118.25,26.5
118.25,26.5
118.25,27.0
117.5,27.5
117.5,27.5
117.5,27.5
117.5,26.5
117.5,25.5
117.5,26.5
116.75,27.0
116.75,26.5
119.25,26.0
119.25,26.0
122.25,26.0
122.25,26.0
124.5,26.5
124.5,27.0
144.25,27.5
144.25,27.5
144.25,27.5
149.75,27.5
149.75,28.0
130.25,28.5
130.25,28.5
130.25,28.0
119.75,28.0
119.75,28.0
119.0,28.5
119.0,28.5
110.25,28.5
110.25,29.0
110.25,30.0
110.25,29.0
110.25,29.0
111.25,29.0
111.25,29.5
111.25,30.5
115.0,30.5
115.0,31.5
115.0,32.0
115.0,32.5
115.0,33.5
115.0,33.0
115.0,33.0
120.75,33.5
120.75,34.5
118.75,35.0
118.75,34.5
118.75,35.5
118.5,36.5
118.5,37.0
118.5,37.5
121.25,37.0
121.25,37.0
122.25,38.0
122.25,39.0
125.5,39.0
125.5,39.0
125.5,39.0
125.5,39.0
126.0,39.5
126.0,40.0
126.0,40.0
126.0,40.5
126.0,39.5
118.50000000000004,38.0
118.50000000000004,37.5
122.0,37.5
122.0,36.5
124.0,34.5
124.0,33.0
123.25,33.0
123.25,34.5
122.25,34.0
122.25,33.5
122.25,33.5
122.25,33.5
122.0,34.5
122.0,38.0
122.0,39.0
122.0,40.5
122.0,44.0
122.0,41.5
122.0,41.0
122.0,42.5
0.0,44.0
0.0,44.5
0.0,45.0
0.0,46.0
0.0,46.5
0.0,45.5
0.0,46.0
0.0,46.0
0.0,47.0
0.0,47.0
0.0,48.0
0.0,56.5
0.0,61.0
0.0,63.5
0.0,65.5
0.0,66.0
0.0,73.5
0.0,79.0
0.0,79.5
0.0,78.5
0.0,78.5
0.0,77.0
0.0,67.0
0.0,59.5
0.0,59.0
0.0,62.0
0.0,69.0
0.0,74.0
0.0,74.5
0.0,73.0
0.0,68.5
0.0,67.5
0.0,74.5
0.0,82.0
0.0,86.5
0.0,93.0
0.0,97.0
0.0,94.0
0.0,93.0
0.0,92.0
0.0,88.5
0.0,86.5
0.0,91.0
0.0,95.0
0.0,105.0
0.0,102.0
0.0,94.0
0.0,91.5
0.0,93.5
0.0,95.5
0.0,96.0
0.0,98.0
0.0,101.0
0.0,107.0
0.0,106.0
0.0,103.5
0.0,103.5
0.0,99.0
0.0,100.0
0.0,102.5
0.0,101.5
0.0,97.0
0.0,90.0
0.0,89.5
0.0,96.5
0.0,97.5
0.0,78.0
0.0,55.0
0.0,35.5
0.0,22.0
