FHR_denoised,UC
155.5,38.5
156.0,37.5
156.75,37.0
156.75,37.0
156.5,36.5
156.5,35.5
156.5,35.5
156.25,36.0
156.0,37.0
156.0,36.0
156.75,33.0
157.25,33.5
157.25,32.0
157.5,31.5
156.75,31.0
156.75,31.0
156.75,30.5
156.75,30.5
156.75,30.5
156.75,30.0
156.5,29.5
156.5,29.0
156.5,29.5
156.5,29.0
155.75,29.0
155.5,30.0
155.5,32.0
155.5,33.5
155.5,32.5
155.5,30.5
155.5,31.0
155.75,31.0
155.75,31.0
155.25,31.0
155.25,31.5
155.25,31.5
156.0,31.5
156.25,32.0
156.25,31.5
155.75,31.5
155.75,31.5
155.75,31.5
155.25,32.0
155.25,32.0
155.25,32.0
154.5,32.5
154.5,32.5
154.25,32.5
154.0,33.0
154.0,33.0
153.75,33.0
153.0,33.0
153.0,33.5
153.0,35.5
153.0,37.5
152.75,39.5
153.0,41.5
153.0,44.0
152.75,44.5
153.0,44.0
153.0,44.0
153.0,44.5
153.0,45.0
153.0,46.0
153.25,47.0
153.25,48.0
153.0,48.5
153.0,49.5
153.0,51.5
153.25,50.0
153.0,47.5
153.0,46.0
152.75,46.5
152.0,48.5
152.0,51.5
153.0,51.0
153.0,50.0
153.0,49.5
153.25,49.0
153.25,46.5
153.5,47.0
153.5,49.5
153.5,50.0
153.25,49.0
153.75,50.0
153.75,50.0
153.5,51.0
154.0,52.0
154.0,52.5
154.0,51.5
154.0,53.0
153.75,52.0
154.0,49.0
154.0,50.5
154.0,52.0
154.0,50.5
154.0,51.0
153.5,52.5
153.75,51.0
153.75,51.5
153.75,51.0
153.75,51.5
153.75,52.5
154.0,51.5
154.0,51.5
153.75,51.0
153.75,53.0
153.75,51.5
153.5,51.5
153.25,50.5
153.25,50.5
153.5,50.5
153.75,50.5
153.75,51.0
153.75,50.0
153.75,49.5
154.0,49.0
153.5,48.0
153.5,47.5
154.25,47.0
154.5,46.5
154.5,47.0
154.75,46.0
154.25,45.0
154.25,44.5
154.75,44.5
154.75,44.0
154.75,44.5
154.5,45.0
153.75,46.0
153.75,45.0
153.75,44.0
153.75,43.0
153.25,43.0
153.0,44.0
153.0,46.0
153.0,45.5
151.75,45.0
