FHR_denoised,UC
117.25,24.5
117.5,23.5
117.5,23.0
117.75,23.5
117.75,25.5
118.75,24.0
118.75,24.0
120.0,25.0
120.0,23.5
119.75,23.0
119.75,24.0
118.5,23.5
118.5,23.0
119.25,23.5
119.25,22.5
119.5,22.5
119.5,22.5
120.75,22.0
120.75,22.0
123.5,22.5
123.5,22.0
123.0,21.5
123.0,21.0
124.0,21.0
124.0,20.5
125.5,20.5
125.5,20.0
126.75,19.5
126.5,20.0
126.5,19.0
126.0,19.0
126.0,19.0
126.75,18.5
126.75,18.0
125.5,17.5
125.5,17.5
125.25,17.0
125.25,17.0
125.25,17.5
125.25,17.0
125.75,17.0
125.75,17.0
126.5,17.0
126.5,17.0
124.5,17.0
124.5,17.0
125.25,17.0
125.25,16.5
125.25,16.5
125.25,16.0
125.25,16.0
125.75,16.0
125.75,15.5
126.75,15.5
126.75,15.0
127.25,14.5
127.25,14.5
126.75,14.0
126.75,14.0
127.25,14.0
127.25,14.0
128.5,13.5
128.5,13.0
128.75,13.0
128.75,13.5
127.75,13.5
127.25,13.0
127.25,13.0
127.25,12.5
127.25,13.0
127.75,13.5
127.75,13.0
127.25,12.5
127.25,12.5
128.25,12.0
128.25,12.0
129.0,12.0
129.0,12.5
128.25,13.0
127.25,13.5
127.25,12.5
128.75,12.0
128.75,11.5
129.25,12.0
129.25,12.0
130.25,12.5
130.25,11.5
130.25,11.5
130.25,11.0
130.75,11.0
130.75,11.5
130.25,11.0
130.25,10.5
129.5,10.5
129.5,10.0
129.5,10.0
129.5,10.5
128.0,10.5
128.0,9.5
126.75,9.5
126.75,9.5
128.75,10.0
129.25,10.5
129.25,10.0
128.25,9.5
128.25,9.0
129.5,9.0
129.5,10.0
130.25,10.5
130.25,10.0
130.0,10.0
130.0,9.5
130.25,9.0
130.25,9.5
129.25,9.0
129.25,9.0
128.5,9.0
127.5,9.0
127.5,9.0
127.25,9.5
127.25,9.0
126.5,9.0
126.5,8.5
127.25,8.5
127.25,9.0
128.5,10.0
128.5,9.5
131.0,9.0
131.0,8.5
132.75,9.0
135.5,9.0
135.5,9.0
135.75,9.0
135.75,9.0
135.75,8.5
135.75,8.5
135.75,8.5
137.25,9.0
137.25,9.5
134.5,9.0
134.5,8.5
135.75,8.5
135.75,8.5
134.25,9.0
133.5,9.5
133.5,9.0
132.75,8.5
132.75,8.5
134.25,8.5
134.25,9.0
135.0,9.0
135.0,9.0
134.25,8.5
132.5,8.0
132.5,8.5
131.25,8.5
131.25,8.5
131.25,8.5
131.25,8.0
132.0,8.0
132.0,8.5
133.5,8.5
136.5,8.5
136.5,8.5
135.75,8.5
135.75,8.0
137.25,8.5
137.25,8.5
134.75,9.0
137.25,8.5
137.25,8.0
138.0,8.0
138.0,8.5
137.75,8.5
140.0,8.5
140.0,8.0
140.25,7.5
140.25,8.0
141.0,8.0
141.0,8.5
141.0,8.5
141.75,7.5
141.75,7.5
141.25,7.5
141.25,8.0
139.0,8.5
139.75,8.0
139.75,7.5
140.0,7.5
140.0,7.5
140.75,7.5
140.75,8.0
138.75,7.5
138.5,7.5
138.5,7.5
139.5,7.0
139.5,7.5
141.5,7.5
140.75,8.5
140.75,7.5
141.0,7.0
141.0,7.5
141.25,7.5
141.25,8.0
140.25,7.5
140.25,7.5
140.25,7.5
140.75,7.5
140.75,7.0
141.25,8.0
142.0,8.5
142.0,7.5
143.5,7.5
143.5,7.0
143.5,7.5
144.0,7.5
144.0,7.5
145.0,7.0
145.0,7.0
144.75,7.0
144.0,7.0
144.0,7.0
144.75,7.0
144.75,7.0
143.5,6.5
143.25,7.0
143.25,7.0
142.0,7.0
142.0,7.0
142.0,7.0
142.5,7.0
142.5,7.0
143.75,7.0
143.75,7.0
143.25,7.0
143.25,7.0
143.25,7.0
143.25,7.0
143.25,7.5
143.25,7.0
141.75,7.0
141.75,6.5
143.25,6.5
143.25,6.5
144.0,6.5
143.75,6.5
143.75,7.0
144.25,7.0
144.25,6.5
