FHR_denoised,UC
130.0,12.0
129.0,12.0
129.0,12.0
131.0,12.0
131.0,12.0
131.0,12.0
131.0,12.0
131.0,12.0
131.0,12.0
132.0,12.0
132.0,12.0
131.0,12.0
133.0,13.0
133.0,13.0
133.0,13.0
133.0,13.0
133.0,13.0
133.0,13.0
133.0,12.0
133.0,12.0
133.0,11.0
133.0,11.0
133.0,11.0
133.0,11.0
133.0,12.0
133.0,12.0
133.0,13.0
132.0,13.0
132.0,13.0
132.0,13.0
133.0,12.0
133.0,12.0
133.0,12.0
133.0,12.0
133.0,11.0
133.0,11.0
134.0,11.0
133.0,11.0
133.0,11.0
134.0,11.0
134.0,12.0
134.0,12.0
134.0,13.0
133.0,13.0
133.0,12.0
134.0,12.0
135.0,12.0
135.0,12.0
134.0,11.0
134.0,11.0
133.0,11.0
133.0,11.0
133.0,11.0
133.0,11.0
134.0,12.0
134.0,12.0
134.0,12.0
134.0,12.0
134.0,11.0
133.0,11.0
133.0,11.0
134.0,11.0
135.0,11.0
135.0,11.0
133.0,11.0
133.0,11.0
132.0,11.0
132.0,11.0
130.0,11.0
130.0,11.0
128.0,11.0
128.0,11.0
129.0,11.0
128.0,11.0
128.0,11.0
129.0,11.0
129.0,11.0
129.0,11.0
129.0,12.0
130.0,12.0
130.0,12.0
131.0,12.0
131.0,12.0
130.0,12.0
130.0,11.0
131.0,11.0
131.0,11.0
131.0,11.0
131.0,11.0
131.0,11.0
132.0,11.0
132.0,11.0
132.0,12.0
132.0,12.0
132.0,12.0
132.0,12.0
132.0,12.0
133.0,12.0
133.0,12.0
133.0,12.0
133.0,12.0
135.0,12.0
135.0,12.0
135.0,12.0
135.0,12.0
135.0,12.0
136.0,12.0
136.0,12.0
136.0,12.0
136.0,12.0
136.0,12.0
136.0,12.0
136.0,12.0
136.0,12.0
136.0,12.0
136.0,12.0
136.0,12.0
136.0,12.0
136.0,11.0
136.0,11.0
136.0,11.0
136.0,11.0
136.0,12.0
136.0,12.0
136.0,12.0
135.0,12.0
135.0,12.0
138.0,12.0
138.0,13.0
136.0,13.0
136.0,13.0
136.0,13.0
136.0,13.0
136.0,13.0
136.0,12.0
136.0,12.0
136.0,12.0
136.0,12.0
136.0,12.0
134.0,12.0
134.0,12.0
135.0,12.0
135.0,12.0
135.0,12.0
135.0,12.0
134.0,12.0
134.0,12.0
134.0,12.0
134.0,12.0
134.0,12.0
134.0,12.0
134.0,12.0
135.0,12.0
135.0,12.0
135.0,12.0
135.0,12.0
135.0,12.0
135.0,12.0
135.0,12.0
136.0,12.0
136.0,11.0
136.0,11.0
136.0,11.0
136.0,11.0
136.0,11.0
138.0,11.0
137.0,11.0
137.0,11.0
137.0,11.0
137.0,11.0
136.0,11.0
136.0,11.0
136.0,11.0
136.0,11.0
136.0,12.0
135.0,12.0
135.0,12.0
135.0,12.0
133.0,12.0
133.0,12.0
135.0,12.0
135.0,12.0
134.0,12.0
134.0,12.0
134.0,12.0
134.0,12.0
134.0,12.0
134.0,12.0
134.0,12.0
134.0,12.0
134.0,12.0
133.0,12.0
133.0,13.0
132.0,13.0
133.0,13.0
133.0,13.0
133.0,13.0
133.0,13.0
133.0,12.0
133.0,12.0
134.0,12.0
134.0,12.0
134.0,11.0
135.0,11.0
135.0,11.0
134.0,11.0
134.0,11.0
133.0,11.0
133.0,11.0
128.0,11.0
128.0,11.0
127.0,11.0
127.0,11.0
128.0,11.0
124.0,11.0
124.0,11.0
124.0,11.0
124.0,11.0
125.0,11.0
125.0,11.0
127.0,12.0
127.0,12.0
128.0,12.0
128.0,12.0
128.0,13.0
128.0,13.0
130.0,13.0
130.0,13.0
131.0,12.0
132.0,12.0
132.0,12.0
133.0,12.0
133.0,11.0
135.0,11.0
135.0,11.0
135.0,11.0
136.0,11.0
136.0,11.0
136.0,11.0
136.0,11.0
136.0,12.0
136.0,12.0
128.0,12.0
128.0,12.0
123.0,12.0
123.0,12.0
121.0,12.0
121.0,12.0
122.0,12.0
122.0,12.0
126.0,12.0
126.0,12.0
