FHR_denoised,UC
134.5,3.0
134.5,4.0
136.25,4.0
136.25,6.0
135.75,6.0
135.75,6.0
136.25,6.0
136.25,4.0
134.5,4.0
134.5,3.0
134.5,3.0
135.75,4.0
135.75,4.0
137.0,6.0
137.0,6.0
136.25,7.0
137.0,7.0
137.0,6.0
137.0,6.0
137.0,5.0
136.25,5.0
136.25,4.0
137.0,4.0
137.0,5.0
137.0,5.0
137.0,7.0
137.0,7.0
137.5,7.0
137.5,7.0
138.25,5.0
137.5,5.0
137.5,3.0
139.0,3.0
139.0,3.0
138.25,3.0
138.25,4.0
139.5,4.0
139.0,6.0
139.0,6.0
139.5,7.0
139.5,7.0
140.75,7.0
139.5,7.0
139.5,7.0
140.25,7.0
140.25,6.0
140.75,6.0
140.75,7.0
140.25,7.0
137.5,7.0
137.5,7.0
137.5,7.0
137.5,7.0
135.25,6.0
135.25,6.0
137.0,4.0
136.25,4.0
136.25,5.0
137.0,5.0
137.0,6.0
138.25,6.0
138.25,5.0
138.25,5.0
139.0,4.0
139.0,4.0
139.0,5.0
139.0,5.0
139.5,6.0
139.0,6.0
139.0,6.0
140.25,6.0
140.25,5.0
140.75,5.0
140.75,5.0
138.25,5.0
140.25,6.0
140.25,6.0
140.25,6.0
140.25,6.0
139.0,5.0
137.5,5.0
137.5,6.0
139.0,6.0
139.0,7.0
139.0,7.0
139.0,7.0
138.25,7.0
139.5,6.0
139.5,6.0
138.25,6.0
138.25,6.0
137.0,7.0
137.0,7.0
137.5,7.0
135.75,7.0
135.75,6.0
135.75,6.0
135.75,7.0
130.5,7.0
130.5,8.0
131.5,8.0
131.5,8.0
132.25,8.0
135.25,7.0
135.25,7.0
136.25,8.0
136.25,8.0
136.25,9.0
136.25,9.0
136.25,9.0
137.0,9.0
137.0,9.0
137.0,9.0
137.0,9.0
137.0,9.0
137.0,10.0
134.0,10.0
134.0,10.0
135.25,10.0
135.75,8.0
135.75,8.0
136.25,6.0
136.25,6.0
137.5,5.0
137.5,5.0
137.5,6.0
139.0,6.0
139.0,8.0
137.5,8.0
137.5,9.0
137.0,9.0
137.0,7.0
137.0,7.0
138.25,6.0
138.25,6.0
137.0,6.0
137.0,6.0
136.25,7.0
139.0,7.0
139.0,7.0
139.0,7.0
139.0,6.0
139.5,6.0
139.5,5.0
139.5,5.0
139.5,6.0
139.5,6.0
139.5,7.0
139.5,7.0
139.5,6.0
139.5,6.0
140.25,5.0
139.0,5.0
139.0,5.0
139.5,5.0
139.5,7.0
140.25,7.0
140.75,9.0
140.75,9.0
139.5,9.0
139.5,9.0
140.25,9.0
140.25,9.0
139.5,10.0
139.0,10.0
139.0,10.0
139.0,10.0
139.0,9.0
140.25,9.0
139.5,8.0
139.5,8.0
140.25,8.0
140.25,8.0
140.75,8.0
140.75,8.0
139.5,8.0
140.25,8.0
140.25,7.0
140.25,7.0
140.25,7.0
140.75,7.0
139.5,7.0
139.5,7.0
139.5,8.0
139.5,8.0
139.0,8.0
139.0,8.0
138.25,9.0
140.25,9.0
140.25,10.0
140.75,10.0
140.75,10.0
140.75,10.0
140.75,10.0
140.75,10.0
140.75,11.0
140.75,11.0
140.25,10.0
140.25,10.0
141.5,9.0
140.75,9.0
140.75,9.0
141.5,9.0
141.5,9.0
140.75,9.0
140.25,10.0
140.25,10.0
140.75,10.0
140.75,10.0
139.0,11.0
139.5,11.0
139.5,11.0
139.5,11.0
139.5,11.0
140.25,11.0
140.25,11.0
140.25,11.0
140.25,12.0
140.25,12.0
139.5,12.0
139.5,12.0
139.0,11.0
139.0,11.0
134.0,12.0
129.75,12.0
129.75,12.0
135.25,12.0
135.25,11.0
136.25,11.0
136.25,11.0
137.5,11.0
137.0,11.0
137.0,11.0
139.0,12.0
139.0,12.0
139.5,13.0
139.5,13.0
139.5,13.0
139.5,13.0
139.5,13.0
140.75,13.0
140.75,12.0
140.25,12.0
140.25,12.0
140.25,12.0
139.5,12.0
139.5,12.0
140.25,12.0
140.25,12.0
138.25,11.0
139.0,11.0
139.0,11.0
138.25,11.0
138.25,11.0
137.0,11.0
137.0,13.0
137.0,13.0
139.0,13.0
139.0,13.0
140.25,13.0
140.25,13.0
139.0,13.0
139.0,13.0
139.0,13.0
139.5,13.0
139.5,14.0
139.0,14.0
139.0,15.0
137.0,15.0
137.5,15.0
137.5,15.0
136.25,15.0
136.25,15.0
137.5,15.0
137.5,15.0
138.25,15.0
135.75,15.0
135.75,14.0
134.5,14.0
134.5,15.0
134.0,15.0
134.0,16.0
131.5,16.0
131.5,17.0
132.25,17.0
132.25,17.0
132.25,17.0
131.0,17.0
131.0,17.0
132.25,17.0
132.25,17.0
132.75,17.0
132.75,17.0
131.0,17.0
131.0,17.0
132.25,18.0
132.75,18.0
132.75,20.0
132.25,20.0
132.25,20.0
132.75,20.0
132.75,20.0
134.5,20.0
134.5,20.0
134.5,20.0
132.75,19.0
132.75,19.0
134.5,18.0
134.5,18.0
134.5,19.0
134.5,19.0
135.75,19.0
135.75,19.0
135.25,20.0
134.0,20.0
134.0,22.0
135.75,22.0
135.75,22.0
135.25,22.0
135.25,22.0
135.75,22.0
135.75,23.0
135.75,23.0
135.75,24.0
135.75,24.0
137.0,25.0
137.0,25.0
134.5,26.0
134.0,26.0
134.0,26.0
134.0,26.0
134.0,26.0
132.75,26.0
132.75,27.0
131.0,27.0
131.0,27.0
133.25,27.0
133.25,26.0
133.25,26.0
133.25,26.0
133.25,26.0
133.25,27.0
133.25,27.0
133.25,28.0
133.25,28.0
132.75,27.0
132.75,27.0
133.25,26.0
132.75,26.0
132.75,25.0
132.75,25.0
132.75,25.0
133.25,25.0
133.25,25.0
134.5,25.0
134.5,25.0
133.25,25.0
131.5,25.0
131.5,25.0
132.25,25.0
132.25,25.0
132.75,23.0
132.75,23.0
132.75,22.0
132.75,22.0
132.75,21.0
132.25,21.0
132.25,22.0
132.75,22.0
132.75,23.0
134.0,23.0
134.0,23.0
134.0,23.0
134.0,22.0
135.25,22.0
135.25,21.0
135.25,21.0
135.75,20.0
135.75,20.0
135.25,19.0
135.25,19.0
136.25,18.0
134.0,18.0
134.0,18.0
135.25,18.0
135.25,17.0
134.5,17.0
134.5,17.0
134.0,17.0
134.0,17.0
134.0,17.0
132.75,17.0
132.75,17.0
131.5,17.0
131.5,17.0
132.25,16.0
132.25,16.0
132.25,15.0
132.25,15.0
131.5,14.0
131.5,14.0
132.25,14.0
133.25,14.0
133.25,14.0
134.0,14.0
134.0,15.0
135.25,15.0
135.25,15.0
134.0,15.0
134.5,15.0
134.5,15.0
135.75,15.0
135.75,15.0
132.75,14.0
132.75,14.0
132.75,13.0
132.75,13.0
134.0,14.0
134.5,14.0
134.5,15.0
135.75,15.0
135.75,15.0
135.75,15.0
135.75,15.0
135.25,15.0
135.75,15.0
135.75,15.0
132.75,15.0
132.75,15.0
134.0,15.0
134.0,15.0
134.5,14.0
134.5,14.0
134.5,13.0
