FHR_denoised,UC
153.75,10.0
153.75,10.0
153.0,10.0
154.75,10.0
154.75,11.0
153.0,11.0
153.75,13.0
153.75,13.0
154.75,14.0
154.75,14.0
154.75,14.0
153.75,14.0
153.75,12.0
153.0,12.0
153.75,11.0
153.75,11.0
153.75,10.0
152.25,10.0
152.25,10.0
153.75,10.0
153.0,10.0
153.0,10.0
151.5,11.0
151.5,11.0
150.75,10.0
148.5,10.0
148.5,10.0
147.0,10.0
147.75,10.0
147.75,10.0
142.75,10.0
142.75,10.0
131.0,10.0
131.0,10.0
139.0,10.0
140.25,10.0
140.25,10.0
140.75,10.0
140.75,10.0
141.5,10.0
141.5,11.0
142.25,11.0
142.75,11.0
142.75,11.0
142.75,10.0
142.75,10.0
142.75,9.0
145.0,9.0
145.0,9.0
145.0,9.0
145.0,9.0
145.75,9.0
144.25,9.0
144.25,9.0
145.0,9.0
145.0,9.0
142.75,10.0
137.5,10.0
137.5,9.0
140.75,9.0
140.75,9.0
141.5,9.0
140.75,9.0
140.75,9.0
139.5,10.0
139.5,10.0
140.75,11.0
140.75,11.0
140.25,12.0
139.0,12.0
139.0,12.0
140.25,12.0
140.25,11.0
140.75,11.0
141.5,10.0
141.5,10.0
142.25,10.0
142.25,10.0
140.25,10.0
142.75,10.0
142.75,10.0
142.25,10.0
142.25,11.0
140.75,11.0
140.75,11.0
142.25,11.0
140.25,10.0
140.25,10.0
137.0,10.0
137.0,10.0
138.25,10.0
140.25,10.0
140.25,10.0
139.0,10.0
139.0,10.0
139.5,10.0
139.5,10.0
137.5,10.0
137.5,10.0
137.5,10.0
135.75,11.0
135.75,11.0
138.25,11.0
138.25,11.0
136.25,11.0
136.25,11.0
136.25,12.0
136.25,12.0
136.25,11.0
136.25,11.0
136.25,11.0
136.25,11.0
137.0,11.0
137.0,11.0
138.25,11.0
138.25,11.0
138.25,12.0
138.25,12.0
138.25,13.0
137.0,13.0
137.0,14.0
137.5,14.0
137.5,13.0
139.0,13.0
139.0,12.0
137.5,12.0
137.5,13.0
137.5,13.0
137.0,13.0
137.0,13.0
135.25,13.0
135.25,13.0
129.25,13.0
129.25,13.0
131.5,13.0
126.5,13.0
126.5,13.0
129.25,13.0
129.25,13.0
132.75,13.0
132.75,13.0
134.0,13.0
134.0,14.0
134.5,14.0
135.75,14.0
135.75,14.0
136.25,14.0
136.25,14.0
137.5,15.0
137.5,15.0
138.25,16.0
139.5,16.0
139.5,17.0
139.0,17.0
139.0,17.0
139.5,17.0
139.5,18.0
139.5,18.0
139.5,19.0
139.5,19.0
139.0,18.0
139.0,18.0
137.5,18.0
139.0,18.0
139.0,19.0
139.0,19.0
139.0,20.0
137.5,20.0
137.5,21.0
138.25,21.0
137.0,22.0
137.0,22.0
137.5,24.0
137.5,24.0
137.5,24.0
137.5,24.0
138.25,25.0
137.5,25.0
137.5,27.0
137.0,27.0
137.0,28.0
136.25,28.0
136.25,28.0
135.25,28.0
135.25,30.0
135.25,30.0
136.25,31.0
136.25,31.0
134.5,32.0
134.5,32.0
132.75,32.0
132.75,32.0
133.25,33.0
129.75,33.0
129.75,35.0
133.25,35.0
133.25,37.0
129.25,37.0
129.25,36.0
131.5,36.0
131.5,38.0
129.25,38.0
129.25,44.0
131.5,44.0
133.25,52.0
133.25,52.0
132.25,55.0
132.25,55.0
132.75,52.0
132.75,52.0
133.25,47.0
133.25,47.0
135.75,46.0
132.25,46.0
132.25,46.0
133.25,46.0
133.25,45.0
133.25,45.0
133.25,46.0
134.5,46.0
134.5,47.0
134.5,47.0
136.25,47.0
136.25,47.0
137.0,46.0
137.0,46.0
136.25,45.0
136.25,45.0
135.75,43.0
137.0,43.0
137.0,45.0
137.0,45.0
137.0,51.0
137.0,51.0
137.0,51.0
138.25,51.0
137.5,47.0
137.5,47.0
136.25,43.0
136.25,43.0
135.25,38.0
135.25,38.0
134.5,34.0
134.5,34.0
134.0,32.0
132.25,32.0
132.25,30.0
126.5,30.0
126.5,28.0
127.0,28.0
127.0,25.0
127.75,25.0
127.75,23.0
129.75,23.0
129.75,21.0
128.75,21.0
128.75,20.0
122.5,20.0
122.5,19.0
123.0,19.0
123.0,21.0
120.5,21.0
120.5,30.0
118.0,30.0
118.0,34.0
122.5,34.0
122.5,31.0
125.5,31.0
124.5,29.0
124.5,29.0
123.5,33.0
123.5,33.0
125.5,40.0
125.5,40.0
126.5,44.0
126.5,44.0
126.0,41.0
126.0,41.0
126.0,29.0
126.0,29.0
128.75,17.0
128.75,17.0
130.5,11.0
130.5,11.0
132.25,8.0
128.75,8.0
128.75,5.0
129.75,5.0
129.75,2.0
129.75,2.0
129.75,0.0
128.75,0.0
128.75,0.0
129.25,0.0
129.25,0.0
127.75,0.0
127.75,0.0
127.0,0.0
128.25,0.0
128.25,0.0
128.25,0.0
128.25,0.0
130.5,0.0
130.5,0.0
129.25,0.0
129.25,0.0
127.0,0.0
127.0,0.0
129.25,0.0
129.25,0.0
132.25,0.0
132.75,0.0
132.75,0.0
132.25,0.0
132.25,0.0
131.5,0.0
131.5,4.0
130.5,4.0
130.5,25.0
127.75,25.0
127.75,43.0
125.5,43.0
125.5,43.0
126.0,43.0
127.75,35.0
127.75,35.0
127.0,29.0
127.0,29.0
127.75,26.0
127.75,26.0
129.25,23.0
129.25,23.0
131.0,21.0
131.0,21.0
133.25,26.0
132.75,26.0
132.75,31.0
132.75,31.0
132.75,30.0
132.25,30.0
132.25,26.0
132.25,26.0
132.25,24.0
132.75,24.0
132.75,22.0
132.25,22.0
132.75,24.0
132.75,24.0
133.25,29.0
133.25,29.0
134.0,30.0
134.0,30.0
132.75,27.0
132.75,27.0
132.75,27.0
132.75,27.0
132.75,29.0
128.25,29.0
128.25,32.0
129.25,32.0
129.25,33.0
128.25,33.0
128.25,32.0
127.75,32.0
127.75,32.0
125.5,32.0
125.5,32.0
122.5,32.0
122.5,32.0
125.5,32.0
125.5,32.0
125.5,32.0
126.0,32.0
126.0,32.0
124.5,32.0
124.5,32.0
126.0,32.0
126.0,32.0
127.75,33.0
127.75,33.0
