FHR_denoised,UC
126.25,0.0
126.25,0.0
125.0,0.0
125.0,0.5
114.0,2.5
114.0,1.5
112.0,3.0
112.0,3.5
112.5,1.5
112.5,0.0
112.5,0.0
112.5,0.0
113.0,0.0
113.0,0.0
116.5,0.0
116.5,0.0
117.75,0.0
117.75,0.0
117.75,0.0
117.75,0.0
118.5,0.0
118.5,0.0
117.75,0.0
117.75,0.0
119.5,0.0
119.5,0.0
119.5,0.0
119.5,0.0
119.75,0.0
119.75,0.0
121.75,1.0
125.75,2.5
125.75,2.5
129.5,2.5
129.5,2.5
132.75,4.5
132.75,5.0
136.75,4.5
139.5,5.0
139.5,6.0
141.5,6.0
141.5,6.0
143.25,6.0
144.75,8.0
144.75,9.5
147.0,9.0
147.25,8.0
147.25,8.5
150.0,8.5
150.0,7.5
150.75,7.5
151.75,8.5
151.75,10.5
152.0,10.5
153.75,9.0
153.75,8.5
155.0,7.5
155.75,7.0
155.75,6.5
155.75,6.5
156.75,6.0
156.75,6.0
157.0,6.0
157.25,5.0
157.25,5.0
158.0,5.0
159.25,5.5
159.25,5.5
159.25,6.0
159.0,6.5
159.0,5.5
159.5,5.0
160.5,5.0
160.5,4.0
159.0,3.5
157.75,3.5
157.75,3.5
156.75,3.5
154.75,3.5
154.75,3.5
156.0,2.5
156.0,2.0
157.0,2.5
157.25,3.0
157.25,3.5
156.75,5.0
155.0,5.5
155.0,6.0
154.75,5.0
154.75,4.5
154.75,4.0
153.5,4.0
152.0,4.0
152.0,4.0
151.5,4.0
151.5,4.0
151.25,3.5
150.25,0.0
150.25,0.0
150.25,0.0
149.5,0.0
149.5,0.0
150.0,0.0
150.0,0.0
150.0,0.0
150.0,0.0
150.75,0.0
150.75,0.0
151.75,0.0
152.75,0.0
152.75,0.0
153.0,0.0
153.5,0.0
153.5,0.0
154.25,0.0
155.25,0.0
155.25,0.0
155.5,0.0
155.5,0.0
156.25,1.0
155.0,1.5
155.0,1.5
154.0,1.0
152.5,1.0
152.5,0.0
152.25,0.0
150.5,1.5
150.5,1.5
149.75,2.5
147.25,2.5
147.25,2.5
145.0,2.5
145.0,2.0
141.75,2.0
141.75,2.5
136.25,2.5
136.25,2.5
139.25,2.5
135.75,3.0
135.75,4.5
134.75,5.0
134.75,6.5
131.75,8.0
131.75,8.5
134.75,8.5
134.75,9.5
133.25,10.5
133.25,11.5
133.25,12.0
135.25,12.5
135.25,12.5
136.5,13.5
136.5,12.5
137.0,13.0
135.0,13.0
135.0,12.5
135.0,12.5
135.0,11.5
136.5,7.5
136.5,7.0
136.5,8.0
138.5,9.0
138.5,9.0
139.75,8.5
139.75,7.5
141.25,6.5
142.25,6.0
142.25,6.0
143.25,7.0
143.25,7.5
144.5,9.0
145.0,7.0
145.0,3.5
145.5,2.5
145.5,3.0
145.5,5.5
144.75,4.0
144.75,1.5
143.25,1.5
143.25,2.5
143.75,2.5
143.75,2.5
143.75,3.0
145.25,3.0
145.25,3.5
144.75,1.5
144.5,0.5
144.5,0.0
145.0,1.0
145.0,2.0
146.75,2.5
147.75,1.0
147.75,1.0
147.75,1.0
148.0,0.5
148.0,0.0
149.0,0.0
149.0,0.0
148.5,0.0
149.0,0.0
149.0,0.0
148.75,0.0
148.25,0.0
148.25,0.5
148.25,0.5
148.25,0.0
145.75,0.0
145.75,0.0
144.75,0.0
144.0,0.0
144.0,0.0
142.5,0.0
142.5,0.0
143.0,0.0
140.75,0.0
140.75,0.0
139.75,0.0
139.75,0.0
140.25,0.0
141.75,0.0
141.75,0.0
142.0,0.0
142.0,0.0
142.75,0.0
141.5,0.0
141.5,0.0
140.75,0.0
140.75,0.0
139.5,0.0
139.5,0.0
136.25,0.0
136.75,0.0
136.75,0.0
137.25,0.0
137.25,0.0
139.25,0.0
139.25,0.0
140.5,0.0
141.0,0.0
141.0,0.0
139.75,0.0
139.75,0.0
137.0,0.0
137.5,0.0
137.5,0.0
135.5,0.0
135.5,0.0
136.0,0.0
136.0,0.0
136.75,0.0
136.75,0.0
136.25,0.0
137.5,0.0
137.5,0.0
137.75,0.0
137.75,0.0
138.0,0.0
135.75,0.0
135.75,0.0
137.5,0.0
137.5,0.0
136.5,0.0
136.5,0.0
136.25,0.0
136.25,0.0
136.5,0.0
137.0,0.0
137.0,0.0
134.25,0.0
134.25,0.0
136.5,0.0
136.5,0.0
138.0,0.0
135.5,0.0
135.5,0.0
134.0,0.0
134.0,0.0
135.75,0.0
135.75,0.0
137.5,0.0
138.0,0.0
138.0,0.0
138.0,0.0
138.0,0.0
139.0,0.0
139.0,0.0
138.5,0.0
138.75,0.0
138.75,0.0
140.0,0.0
140.0,0.0
138.75,0.0
138.75,0.0
138.75,0.0
138.75,0.0
138.25,0.0
138.25,0.0
137.5,0.0
138.25,0.0
138.25,1.0
137.5,1.0
137.5,1.5
138.5,2.5
138.5,1.5
139.75,1.0
139.75,0.5
139.75,0.5
140.5,0.5
140.5,0.5
140.0,0.5
140.75,0.5
140.75,0.0
141.5,0.0
141.5,0.0
142.25,0.0
143.0,0.0
143.0,0.0
142.5,0.0
142.5,0.0
141.75,0.0
142.0,0.0
142.0,0.0
140.5,0.0
140.5,0.0
139.75,0.0
139.75,0.0
138.5,0.0
138.5,0.0
137.5,0.0
137.5,0.0
137.5,0.0
138.5,0.0
138.5,0.0
138.0,0.0
137.75,0.0
137.75,0.0
138.25,0.0
138.25,1.0
139.5,0.0
139.5,0.5
139.75,0.0
140.25,0.0
140.25,0.0
140.75,0.0
140.75,0.0
140.25,0.5
139.5,1.0
139.5,1.5
137.5,1.5
