FHR_denoised,UC
121.5,30.0
121.5,28.0
123.0,28.0
123.0,27.0
124.0,27.0
124.0,27.0
124.5,27.0
124.5,27.0
125.0,27.0
125.0,27.0
126.0,27.0
126.0,27.0
125.5,27.0
125.5,27.0
126.0,27.0
126.0,27.0
127.0,27.0
127.75,25.0
127.75,25.0
128.75,20.0
128.75,20.0
128.25,18.0
128.25,18.0
127.0,21.0
127.0,21.0
122.0,23.0
122.0,23.0
122.0,23.0
83.75,23.0
83.75,23.0
95.0,23.0
95.0,24.0
95.0,24.0
98.75,24.0
98.75,24.0
102.75,23.0
102.75,23.0
102.75,22.0
91.0,22.0
91.0,23.0
91.0,23.0
81.75,24.0
81.75,24.0
81.75,25.0
68.25,25.0
68.25,25.0
68.25,25.0
68.25,24.0
59.5,24.0
59.5,25.0
59.5,25.0
59.5,25.0
58.25,25.0
58.25,24.0
58.25,24.0
58.25,22.0
58.25,22.0
53.75,21.0
53.75,21.0
53.75,21.0
53.75,21.0
58.75,21.0
58.75,21.0
58.75,22.0
58.75,22.0
61.0,22.0
61.0,22.0
61.0,21.0
68.75,21.0
68.75,21.0
68.75,21.0
68.75,22.0
68.25,22.0
68.25,23.0
68.25,23.0
68.25,22.0
68.25,22.0
50.5,20.0
50.5,20.0
50.5,20.0
50.5,20.0
62.25,19.0
62.25,19.0
62.25,20.0
62.25,20.0
60.25,20.0
60.25,20.0
60.25,21.0
60.25,21.0
55.5,21.0
55.5,21.0
55.5,20.0
55.5,20.0
55.5,20.0
51.5,20.0
51.5,21.0
51.5,21.0
62.0,23.0
62.0,23.0
62.0,24.0
62.0,24.0
68.25,25.0
68.25,25.0
68.25,25.0
73.25,25.0
73.25,26.0
73.25,26.0
79.25,26.0
79.25,26.0
79.25,26.0
81.0,26.0
81.0,27.0
81.0,27.0
73.75,27.0
73.75,27.0
73.75,26.0
79.75,26.0
79.75,25.0
79.75,25.0
86.5,25.0
86.5,25.0
86.5,24.0
88.5,24.0
88.5,21.0
88.5,21.0
88.5,19.0
66.25,19.0
66.25,18.0
87.75,18.0
87.75,19.0
87.75,19.0
92.5,20.0
92.5,20.0
95.5,20.0
95.5,20.0
95.5,21.0
104.5,21.0
104.5,21.0
114.5,21.0
114.5,22.0
119.5,22.0
119.5,23.0
126.5,23.0
126.5,24.0
129.75,24.0
129.75,24.0
129.75,24.0
128.75,23.0
128.75,23.0
130.5,22.0
130.5,22.0
129.25,22.0
129.25,22.0
132.25,22.0
132.25,22.0
133.25,22.0
134.5,22.0
134.5,22.0
134.5,22.0
134.5,22.0
133.25,22.0
133.25,22.0
134.5,22.0
132.25,21.0
132.25,21.0
131.0,21.0
131.0,21.0
129.75,21.0
129.75,21.0
132.25,21.0
132.25,21.0
131.5,21.0
131.5,21.0
125.5,21.0
125.5,21.0
125.5,22.0
125.5,22.0
121.5,22.0
121.5,22.0
120.0,22.0
120.0,22.0
118.5,22.0
118.5,22.0
120.0,22.0
120.0,22.0
120.0,22.0
120.0,22.0
118.5,23.0
118.5,23.0
118.5,23.0
118.5,23.0
119.0,23.0
119.0,23.0
119.0,23.0
119.0,23.0
120.5,24.0
120.5,24.0
121.5,24.0
121.5,24.0
122.5,23.0
122.5,23.0
122.0,23.0
122.0,23.0
124.0,23.0
125.5,23.0
125.5,23.0
124.0,23.0
124.0,23.0
125.0,23.0
125.0,23.0
125.0,23.0
125.0,23.0
126.0,23.0
126.0,23.0
127.0,23.0
127.0,23.0
127.0,23.0
127.0,23.0
125.0,23.0
125.0,23.0
124.0,23.0
124.0,22.0
124.5,22.0
124.5,22.0
125.0,22.0
125.0,22.0
124.0,22.0
125.5,23.0
125.5,23.0
125.5,23.0
125.5,23.0
126.0,22.0
126.0,22.0
124.5,22.0
124.5,22.0
122.5,23.0
122.5,23.0
120.0,25.0
120.0,25.0
122.0,27.0
122.0,27.0
120.5,28.0
120.5,28.0
116.75,29.0
116.75,29.0
119.0,29.0
119.0,29.0
121.0,29.0
121.0,29.0
122.5,29.0
122.5,29.0
124.0,30.0
124.0,30.0
123.0,30.0
123.0,30.0
124.0,30.0
124.0,30.0
121.5,30.0
121.5,30.0
123.5,30.0
123.5,30.0
126.0,30.0
126.0,30.0
126.5,31.0
126.5,31.0
128.25,32.0
128.25,32.0
128.25,31.0
131.5,31.0
131.5,30.0
133.25,30.0
133.25,28.0
131.0,28.0
131.0,28.0
128.75,28.0
128.75,27.0
128.75,27.0
128.75,27.0
124.5,27.0
124.5,27.0
122.5,27.0
122.5,27.0
118.5,27.0
118.5,28.0
120.5,28.0
120.5,28.0
121.5,28.0
121.5,28.0
117.75,28.0
117.75,28.0
118.5,28.0
118.5,27.0
120.0,27.0
120.0,27.0
119.5,27.0
119.5,28.0
121.5,28.0
121.5,28.0
118.0,28.0
118.0,27.0
118.5,27.0
118.5,26.0
117.75,26.0
117.75,26.0
115.75,26.0
115.75,27.0
117.75,27.0
117.75,27.0
119.0,27.0
119.0,27.0
119.5,27.0
119.5,27.0
121.0,27.0
121.0,27.0
122.5,27.0
122.5,28.0
122.0,28.0
122.0,31.0
119.5,31.0
119.5,36.0
119.5,36.0
119.5,38.0
114.5,38.0
114.5,37.0
114.5,37.0
114.5,36.0
114.0,36.0
114.0,35.0
113.25,35.0
113.25,34.0
115.5,34.0
115.5,33.0
115.0,33.0
115.0,31.0
117.25,31.0
117.25,32.0
118.0,32.0
118.0,33.0
120.0,33.0
120.0,33.0
120.0,33.0
120.0,32.0
120.0,32.0
120.0,31.0
119.5,31.0
119.5,31.0
118.5,31.0
118.5,31.0
118.5,31.0
118.5,32.0
119.0,32.0
119.0,31.0
119.0,31.0
119.0,31.0
119.5,31.0
119.5,30.0
119.5,30.0
119.5,30.0
120.0,30.0
120.0,30.0
119.5,30.0
119.5,30.0
121.0,30.0
121.0,29.0
121.5,29.0
121.5,29.0
119.5,29.0
119.5,29.0
119.5,29.0
119.5,30.0
119.5,30.0
117.25,30.0
117.25,30.0
115.5,30.0
115.5,30.0
117.25,29.0
117.25,29.0
118.0,29.0
118.0,29.0
120.5,29.0
120.5,29.0
122.5,29.0
122.5,29.0
123.5,28.0
124.5,28.0
124.5,28.0
124.5,28.0
124.5,27.0
123.5,27.0
123.5,27.0
123.5,27.0
123.5,27.0
121.5,27.0
121.5,27.0
120.5,27.0
120.5,27.0
119.5,27.0
119.5,27.0
118.0,27.0
118.0,28.0
118.0,28.0
118.0,28.0
118.0,28.0
118.0,28.0
118.5,28.0
118.5,28.0
119.5,28.0
119.5,28.0
120.0,28.0
120.0,28.0
120.5,28.0
120.5,28.0
122.5,28.0
122.5,28.0
117.75,28.0
117.75,28.0
119.0,28.0
119.0,28.0
122.0,28.0
122.0,28.0
121.0,28.0
121.0,27.0
120.5,27.0
120.5,27.0
119.5,27.0
119.5,27.0
117.75,27.0
117.75,28.0
117.75,28.0
117.75,28.0
120.0,28.0
120.0,27.0
120.5,27.0
120.5,27.0
124.0,27.0
124.0,27.0
125.5,27.0
125.5,28.0
124.5,28.0
124.5,28.0
123.5,28.0
123.5,27.0
123.0,27.0
123.0,27.0
123.5,27.0
123.5,27.0
120.5,27.0
120.5,27.0
120.5,27.0
120.5,27.0
118.5,27.0
118.5,26.0
118.0,26.0
118.0,27.0
116.75,27.0
116.75,27.0
119.0,27.0
119.0,27.0
118.0,27.0
118.0,27.0
