FHR_denoised,UC
123.0,17.5
123.0,17.5
125.0,17.0
125.0,16.0
125.25,14.5
125.25,11.5
127.5,10.0
130.25,9.5
130.25,10.0
128.75,12.0
128.75,14.0
131.5,16.0
131.5,17.0
135.75,13.5
135.75,12.5
135.75,12.0
132.75,11.5
132.75,11.5
132.75,11.5
132.75,11.0
131.25,9.5
131.25,8.0
133.5,7.0
133.5,5.5
129.25,5.0
129.25,4.5
130.75,4.0
127.0,3.5
127.0,4.0
127.25,5.5
127.25,9.0
124.5,13.0
124.5,17.0
124.25,22.0
124.25,27.5
124.25,26.5
124.25,20.5
123.5,17.5
123.5,17.0
123.25,18.0
123.25,18.0
123.5,17.0
123.5,15.5
123.5,14.0
123.5,11.5
125.5,9.0
125.5,7.5
126.25,6.0
126.25,5.0
125.25,5.0
125.25,4.5
126.25,6.0
125.25,11.0
125.25,17.5
127.25,21.5
127.25,25.5
127.75,28.5
127.75,30.0
129.5,31.5
129.5,30.5
126.0,25.5
126.0,24.0
124.0,23.0
124.0,22.0
126.5,21.0
126.5,19.5
129.0,16.5
129.25,14.0
129.25,12.0
128.0,9.0
128.0,7.0
129.25,7.0
129.25,6.0
128.25,5.5
130.75,6.5
130.75,8.0
131.5,8.5
131.5,10.0
132.0,11.0
132.0,11.0
132.25,11.0
132.25,11.5
131.5,10.5
131.5,10.0
131.25,11.0
131.25,9.5
129.75,10.0
129.75,10.0
130.5,9.0
131.5,9.0
131.5,9.0
132.25,8.5
132.25,8.0
133.25,8.5
133.25,9.5
133.0,10.5
133.0,12.5
132.0,14.5
132.0,13.5
132.0,16.5
131.5,16.0
131.5,15.0
127.5,15.5
127.5,15.5
128.5,16.0
128.5,16.5
127.25,16.5
127.25,16.0
130.25,18.0
130.25,18.5
130.5,19.0
128.5,20.5
128.5,22.0
130.25,22.0
130.25,21.5
130.75,21.5
130.75,22.0
129.25,24.5
129.25,24.0
130.25,24.0
130.25,25.0
132.0,25.0
132.75,24.5
132.75,25.5
133.25,25.5
133.25,25.5
132.25,27.5
132.25,28.5
131.75,29.0
131.75,31.5
132.5,32.5
132.5,33.5
132.5,35.5
133.0,37.5
133.0,38.0
132.75,38.5
132.75,37.5
131.5,37.0
131.5,37.5
132.0,38.0
132.0,40.0
128.5,44.0
128.0,45.0
128.0,44.0
126.25,43.0
126.25,42.5
127.5,43.5
127.5,43.0
128.5,42.0
128.5,42.0
127.5,44.0
127.5,45.0
128.0,48.0
128.0,53.0
127.0,47.0
127.0,47.5
125.25,46.5
125.5,47.0
125.5,46.5
124.0,46.5
124.0,47.5
124.0,47.5
121.25,51.0
121.25,56.0
120.75,50.5
121.5,44.0
121.5,43.5
122.5,42.5
122.5,42.5
124.0,42.0
124.0,43.0
126.75,45.0
126.75,53.5
127.75,80.5
127.75,65.5
130.0,64.0
130.0,74.5
130.75,80.5
145.5,84.5
145.5,87.0
147.0,87.0
147.0,92.0
148.75,92.0
148.75,91.0
150.5,91.0
151.25,90.0
151.25,87.0
149.75,85.0
149.75,84.5
144.25,85.0
144.25,85.0
133.0,85.5
133.0,86.5
129.75,87.0
129.75,84.0
128.5,82.5
128.5,81.5
133.5,80.5
136.75,79.5
136.75,76.5
155.75,74.0
155.0,70.5
155.0,68.5
157.0,67.0
159.0,65.0
159.0,60.5
159.5,59.0
160.0,58.5
160.0,60.5
158.5,62.0
158.5,58.5
161.75,46.5
161.75,41.0
161.25,61.0
161.25,56.5
161.25,53.5
161.5,45.5
161.5,42.0
161.5,49.5
161.5,43.0
161.25,41.0
161.5,39.0
161.5,41.0
161.5,42.5
161.5,37.0
142.0,35.5
142.0,41.0
142.0,37.0
142.0,34.5
142.0,35.0
115.5,37.5
115.5,34.5
116.0,32.0
116.0,33.5
117.0,38.0
117.0,34.0
117.5,31.5
117.5,30.0
117.5,34.5
121.75,35.5
124.0,36.0
124.0,31.0
125.0,31.5
125.0,32.5
126.5,33.0
126.5,33.0
127.25,28.5
127.25,29.0
126.75,33.0
126.75,32.5
125.25,33.5
125.25,31.5
126.25,27.5
126.25,27.0
125.5,28.5
128.0,30.0
128.0,31.0
129.0,27.0
129.0,24.0
128.0,28.5
128.0,38.5
127.25,50.5
127.25,38.5
124.25,35.5
127.25,30.5
127.25,28.5
127.0,30.5
127.0,36.0
125.5,46.0
125.5,42.5
123.5,35.5
123.5,31.0
123.0,26.0
123.0,23.0
120.25,26.5
120.25,30.5
120.25,36.0
120.5,29.5
120.5,27.0
120.0,22.0
120.0,18.0
120.25,16.5
120.25,18.5
118.75,20.0
118.75,20.0
117.5,20.0
117.5,17.0
117.0,13.0
117.0,11.0
120.0,10.0
120.0,9.0
119.0,8.5
119.0,8.0
123.0,8.5
123.0,12.5
122.5,13.0
122.5,10.0
126.75,9.0
126.75,7.0
124.0,7.0
124.0,14.5
126.5,15.0
124.25,14.0
124.25,12.5
126.25,12.0
126.25,14.0
125.25,16.0
125.25,17.0
126.0,17.0
126.0,13.5
123.5,12.0
123.5,10.5
120.5,10.0
120.5,10.0
122.0,9.0
122.0,8.5
121.25,8.0
121.25,13.5
119.75,13.0
119.75,11.0
125.25,9.0
125.25,7.5
124.5,7.5
124.5,10.5
120.25,16.0
120.25,22.0
118.75,31.0
118.75,37.0
121.0,24.5
121.0,21.5
121.75,18.0
121.75,17.5
124.25,18.5
124.25,18.0
123.0,17.0
123.0,15.0
122.75,12.5
122.75,10.0
122.75,7.5
124.25,6.0
124.25,4.5
124.5,4.0
124.5,6.0
125.25,7.5
125.25,6.0
127.25,5.5
127.25,5.0
129.5,4.0
129.5,5.0
130.25,8.0
130.25,8.0
133.25,6.5
132.5,5.5
132.5,5.0
133.5,4.0
133.5,4.0
133.5,7.0
133.5,5.0
132.25,4.0
132.25,3.5
130.5,3.0
129.0,2.0
129.0,3.5
129.5,4.5
129.5,4.0
128.0,4.5
128.0,5.5
129.25,4.5
129.25,4.5
130.25,7.5
130.25,9.0
136.0,8.0
137.5,8.5
137.5,8.5
132.0,8.0
132.0,10.0
132.0,11.0
132.0,10.0
131.0,9.0
131.0,9.0
130.75,8.0
130.75,7.5
130.5,7.5
131.0,6.0
131.0,6.0
128.0,6.0
128.0,6.5
125.75,7.0
125.75,7.0
126.25,7.0
126.25,5.5
123.25,5.5
119.5,7.5
119.5,9.0
120.0,9.5
120.0,8.5
120.0,7.5
120.0,6.5
119.5,6.5
119.5,8.0
121.75,8.0
121.75,9.0
121.25,9.0
123.5,8.0
123.5,7.0
124.5,7.0
124.5,6.5
127.25,6.0
127.25,6.0
130.5,7.5
130.5,7.5
128.25,5.5
128.0,6.0
128.0,5.5
128.0,5.0
128.0,8.0
125.5,6.5
125.5,5.0
124.5,6.5
124.5,5.0
122.25,4.0
122.25,5.0
122.25,4.5
122.25,4.0
121.75,5.0
121.75,8.0
122.25,8.0
122.25,7.0
123.0,7.0
123.0,5.5
121.5,5.5
121.5,6.0
125.25,7.5
125.25,9.0
123.0,8.0
123.0,7.0
126.25,5.0
126.25,5.5
127.0,7.0
127.0,6.5
127.0,7.0
127.25,6.5
127.25,6.0
127.75,5.0
127.75,7.0
128.0,7.0
128.0,6.0
130.25,6.5
130.25,6.0
131.5,5.5
131.5,6.0
130.75,6.0
130.25,5.5
130.25,6.0
130.75,5.5
130.75,5.0
131.25,5.5
131.25,5.5
131.5,5.0
131.5,5.0
133.0,5.5
135.75,4.5
135.75,5.0
139.75,7.0
139.75,11.5
139.75,13.0
139.75,10.5
139.5,9.0
140.25,8.0
140.25,8.5
141.0,8.5
141.0,9.0
140.75,9.0
140.75,8.0
139.5,8.0
137.5,7.5
137.5,7.5
130.75,9.5
130.75,10.0
130.25,9.5
130.25,10.0
126.25,10.0
126.25,9.0
126.0,9.0
126.0,9.0
126.75,9.0
126.75,10.0
127.0,12.0
125.25,13.0
125.25,13.0
126.0,13.0
126.0,11.5
125.75,12.0
125.75,11.5
127.5,12.0
127.5,12.5
130.25,12.5
130.25,13.0
130.5,13.0
130.5,13.0
133.0,13.0
133.5,13.5
133.5,13.0
133.0,13.0
133.0,13.5
131.0,13.0
131.0,13.5
132.75,14.5
132.75,14.0
132.5,16.0
136.25,19.0
136.25,21.0
134.5,20.5
134.5,21.0
136.25,21.0
136.25,22.0
133.75,22.5
132.0,22.0
132.0,23.0
134.75,23.5
134.75,23.0
134.5,24.5
134.5,28.0
133.5,30.0
133.5,29.0
130.0,28.0
130.0,28.5
129.5,31.0
129.5,31.5
125.25,32.5
125.25,33.5
124.0,35.0
125.75,33.0
125.75,30.5
131.5,27.0
131.5,29.0
127.75,31.5
127.75,31.0
127.25,31.5
127.25,30.0
130.75,28.5
130.75,31.5
130.0,33.5
130.25,30.5
130.25,31.0
131.75,31.0
131.75,31.0
133.25,32.0
133.25,33.0
135.25,33.5
135.25,35.5
134.25,36.5
136.25,39.5
136.25,37.5
138.5,36.5
138.5,36.5
138.75,36.0
138.5,39.0
138.5,41.5
139.0,42.5
139.0,43.5
136.75,47.0
136.75,43.5
135.0,41.5
135.0,40.5
133.5,40.0
130.25,39.5
130.25,43.5
128.5,47.5
128.5,49.5
128.75,55.5
128.75,64.0
130.75,56.0
130.75,53.0
130.5,50.5
130.5,51.0
132.5,51.5
135.5,50.0
135.5,50.5
134.25,53.0
134.25,54.5
136.0,63.5
136.0,53.5
137.0,48.0
140.5,47.5
140.5,47.0
139.75,48.0
139.75,46.5
138.0,48.5
136.75,52.0
136.75,57.0
136.75,65.5
136.75,62.0
136.5,51.0
136.5,50.5
136.25,51.5
136.25,53.0
136.25,51.5
134.25,53.0
134.25,54.0
134.5,57.5
134.5,69.0
133.75,82.0
134.75,74.5
134.75,78.0
134.0,86.5
134.0,92.5
134.25,98.5
134.25,100.5
136.75,105.0
136.75,109.5
138.5,112.0
137.5,111.5
137.5,110.5
136.5,108.5
136.5,108.5
135.5,108.5
135.5,107.0
134.25,105.5
131.0,103.5
131.0,102.0
130.5,100.5
130.5,100.0
130.5,98.0
130.25,94.0
130.25,92.0
128.5,90.0
127.75,86.5
127.75,82.0
126.75,78.0
126.75,78.0
125.5,77.5
125.5,76.5
126.0,74.5
126.0,74.0
127.25,74.0
126.75,74.0
126.75,67.0
125.5,56.0
125.5,54.5
128.5,52.0
128.5,50.5
128.5,63.0
128.5,50.5
130.25,50.0
130.25,48.0
131.5,42.0
131.5,46.5
134.25,44.5
134.25,38.5
131.5,40.5
133.25,39.5
133.25,39.5
133.25,55.5
133.25,68.0
135.75,58.5
135.75,70.0
135.25,77.5
135.25,81.5
136.25,83.0
136.25,83.5
135.0,90.5
133.75,95.5
133.75,98.0
132.75,102.0
132.75,104.5
130.75,104.0
130.75,101.0
127.75,99.0
127.75,103.0
125.5,106.5
125.5,108.0
125.0,108.0
125.0,108.0
123.0,100.5
123.0,94.5
121.0,96.0
121.0,96.5
120.0,98.5
120.0,99.0
119.5,98.5
119.5,96.0
118.5,81.5
118.5,67.0
118.0,60.5
118.0,54.0
120.0,54.5
120.0,58.5
122.0,56.0
122.0,45.5
117.75,50.0
117.75,45.0
117.5,35.5
117.5,43.5
118.25,42.5
118.25,35.0
120.5,35.5
120.5,45.0
122.25,40.0
122.25,34.5
122.25,42.0
124.75,42.0
124.75,34.0
125.75,39.5
125.75,43.5
127.5,39.5
127.5,31.5
130.25,30.5
130.25,28.0
133.0,35.5
137.0,38.5
137.0,31.5
137.0,30.5
137.0,33.5
135.75,28.0
135.75,30.5
136.75,28.5
136.75,22.0
135.0,19.0
134.5,21.0
134.5,30.5
134.25,31.5
134.25,30.5
133.5,23.0
133.5,20.0
132.0,27.5
129.75,27.5
129.75,25.0
130.25,23.0
130.25,18.0
130.75,22.5
130.75,26.0
132.75,22.0
132.75,15.5
131.0,19.0
131.0,24.5
131.0,19.0
131.5,13.5
131.5,12.0
132.25,16.0
132.25,19.0
131.25,21.0
131.25,18.0
132.75,11.0
132.75,11.0
131.5,16.0
131.5,17.0
132.5,14.5
132.5,11.5
