FHR_denoised,UC
120.75,21.0
120.75,20.0
121.0,20.0
121.0,19.5
121.75,19.5
121.75,19.0
120.5,19.5
120.5,19.5
120.0,19.0
120.0,19.0
120.25,18.5
120.25,19.0
120.0,19.0
120.0,19.0
118.5,19.0
118.5,19.0
121.25,19.0
121.25,19.5
122.25,20.0
122.75,20.5
122.75,20.0
122.75,19.0
122.75,19.5
122.5,19.5
122.5,20.5
124.0,20.5
124.0,20.5
123.0,21.0
123.0,21.0
124.5,21.0
124.5,21.0
122.5,21.0
122.5,21.0
122.5,21.5
122.5,21.5
122.5,21.5
122.5,21.5
122.5,21.5
122.5,21.5
122.5,21.5
122.5,21.5
123.5,21.5
123.5,21.5
123.25,21.5
128.5,21.5
128.5,21.5
124.5,21.0
124.5,21.5
124.5,21.5
124.5,21.5
122.75,21.5
122.75,21.5
123.25,21.5
123.25,22.0
124.5,22.5
124.5,22.5
123.5,22.0
123.5,22.0
123.25,22.0
123.25,22.0
124.0,22.0
124.0,22.0
124.75,22.0
124.75,22.0
122.5,22.0
122.5,22.0
123.5,22.0
123.5,22.0
123.5,21.5
123.5,21.5
123.5,21.5
123.5,21.5
123.5,22.0
127.0,22.0
127.0,22.5
125.0,22.0
125.0,22.0
124.25,22.0
124.25,21.5
122.75,21.5
122.75,21.5
123.5,21.5
123.5,21.5
121.5,21.5
121.5,21.5
120.25,21.5
120.25,21.5
121.75,21.5
121.75,21.5
121.0,21.5
121.0,21.5
120.0,21.5
120.0,21.5
117.5,22.0
117.5,22.0
117.25,22.0
117.25,22.0
116.75,22.0
116.75,22.0
116.0,22.0
116.0,22.0
116.75,22.0
116.75,22.0
116.0,22.0
116.0,22.0
116.0,22.0
114.25,22.0
114.25,22.5
114.25,22.5
114.25,22.0
114.75,22.0
114.75,22.0
115.5,22.5
115.5,22.0
116.25,22.5
116.25,22.5
117.75,22.5
117.75,23.0
118.5,23.0
118.5,23.0
119.0,23.0
119.0,23.0
119.5,23.0
119.5,23.0
119.5,23.0
119.5,23.0
119.25,22.5
119.25,23.0
120.0,22.5
120.0,23.0
119.75,22.5
119.75,22.5
119.25,22.0
119.25,22.5
119.5,22.5
119.5,22.5
121.0,22.5
121.0,22.5
120.25,23.0
120.25,23.0
120.0,23.0
120.0,23.0
119.5,23.0
119.5,23.5
119.25,23.5
119.25,23.5
120.0,23.5
120.0,23.5
120.0,23.5
120.0,23.5
119.5,23.5
119.5,23.5
118.25,23.5
118.25,24.0
115.75,24.0
115.75,24.5
113.5,24.0
113.5,24.5
113.5,24.5
113.5,24.5
114.25,24.0
114.25,24.5
114.25,24.5
114.75,24.5
114.75,24.5
115.5,24.5
115.5,25.0
115.0,25.0
115.0,25.0
116.0,25.0
116.0,25.0
115.5,25.5
115.5,25.5
114.0,25.5
114.0,25.5
113.5,25.5
113.5,26.0
113.5,25.5
113.5,26.0
115.0,26.0
115.0,26.0
114.5,26.0
114.5,26.5
115.25,26.5
115.25,26.5
117.25,26.5
117.25,26.5
118.0,26.5
118.0,26.5
116.75,26.5
116.75,26.5
115.75,26.5
115.75,26.5
115.75,26.5
116.75,26.5
116.25,26.5
116.25,26.0
116.75,26.0
116.75,26.0
116.75,26.0
120.5,26.0
120.5,26.5
123.25,26.5
123.25,26.5
122.25,27.0
122.25,27.0
121.75,27.5
121.75,27.5
123.25,26.5
127.75,26.0
127.75,27.0
130.75,28.0
130.75,28.0
130.0,28.0
130.0,27.5
127.0,27.5
127.0,28.5
132.25,29.0
132.25,30.0
130.5,32.5
130.5,36.0
130.5,40.0
130.5,43.0
130.5,45.5
131.5,41.0
131.5,39.0
131.5,39.0
131.5,40.0
131.5,41.5
131.5,42.5
131.5,43.0
131.5,44.0
131.75,43.5
131.75,42.5
131.75,41.5
131.75,41.5
131.75,42.5
131.75,43.0
131.75,44.5
131.75,46.0
131.75,46.0
131.75,49.0
132.0,47.0
132.0,47.0
131.75,47.0
131.75,47.0
136.5,47.0
136.5,49.0
136.5,51.0
137.0,49.0
137.0,48.5
138.75,49.5
138.75,51.0
136.75,51.5
138.5,51.0
138.5,53.0
136.75,54.5
136.75,54.0
140.0,54.0
140.0,54.5
141.0,54.5
140.75,55.0
140.75,57.0
139.75,58.5
139.75,61.5
141.75,59.5
142.75,61.0
142.75,65.0
142.25,65.0
142.25,66.5
140.75,68.0
140.5,69.0
140.5,69.5
139.0,70.0
139.0,70.0
139.0,59.5
139.0,54.5
139.0,52.0
139.0,49.5
139.0,48.0
139.0,46.0
139.0,42.5
138.75,40.5
138.75,37.5
138.75,35.0
138.75,33.0
138.75,32.0
140.25,31.5
140.25,31.5
140.25,30.5
140.25,30.5
140.25,34.5
140.25,38.0
140.25,41.5
140.25,43.5
140.25,38.0
140.25,35.0
140.25,38.5
140.25,40.5
140.25,43.0
140.25,47.0
140.25,60.0
141.75,66.5
141.75,66.5
141.75,67.0
141.75,70.5
141.75,75.0
141.75,80.5
141.75,82.0
141.75,84.5
144.0,88.0
144.25,92.0
144.25,93.5
146.25,94.5
146.25,92.5
143.75,92.5
144.25,85.0
144.25,85.5
143.25,86.5
143.25,82.0
143.25,76.0
143.5,70.0
143.5,67.0
146.25,58.5
146.25,55.0
146.25,52.0
146.25,49.0
146.25,45.0
146.5,43.0
146.5,40.0
146.5,37.5
146.25,36.0
146.25,35.5
146.25,35.5
146.25,34.5
146.5,34.5
146.25,34.5
146.25,33.0
145.5,32.0
145.5,32.5
144.0,33.0
144.0,32.5
143.75,31.5
143.75,31.5
137.5,30.5
138.75,30.0
138.75,30.0
140.75,29.5
140.75,29.5
137.75,29.5
143.25,29.5
143.25,29.5
150.5,31.5
150.5,34.5
138.0,37.5
134.5,40.5
134.5,42.0
134.5,41.5
134.5,43.0
134.5,53.0
134.5,62.0
134.5,67.0
134.5,70.5
134.25,75.0
134.25,78.5
134.25,81.5
129.0,84.0
129.0,86.5
129.0,87.0
129.0,88.0
129.0,89.0
129.0,90.0
129.0,92.5
133.75,93.5
133.75,92.5
133.25,91.0
133.25,89.5
132.0,88.5
135.25,87.0
135.25,83.5
136.75,83.5
136.75,88.5
136.0,88.5
136.0,88.0
134.75,91.0
135.25,92.0
135.25,92.5
135.75,90.5
135.75,90.0
137.25,88.0
137.25,80.5
136.75,73.5
136.75,69.0
136.75,65.0
136.75,60.5
136.75,55.0
136.75,51.0
136.75,46.5
136.75,42.0
137.0,38.0
137.0,35.0
136.75,32.0
136.75,30.5
137.25,29.0
138.25,27.5
138.25,27.5
139.0,27.0
139.0,27.0
135.0,27.0
135.0,26.5
135.75,26.5
135.75,27.0
133.5,27.0
133.5,26.5
133.5,26.5
133.25,26.5
133.75,26.5
133.75,26.0
129.5,26.0
129.5,26.5
126.75,26.5
126.75,26.5
126.0,26.5
126.0,26.5
121.75,26.5
121.75,26.5
120.0,26.5
120.0,26.5
116.25,26.5
116.25,27.0
118.0,27.0
118.0,26.5
118.0,26.5
113.5,26.0
113.5,26.5
109.75,26.5
109.75,27.0
112.75,27.0
112.75,26.5
115.0,26.5
115.0,26.5
113.75,26.0
113.75,26.5
113.75,26.5
113.75,26.5
115.5,26.5
115.5,26.5
115.5,26.5
115.5,26.0
115.5,26.0
115.5,26.0
115.5,26.0
115.5,26.0
115.5,25.5
115.5,26.0
115.5,26.5
115.5,26.0
115.25,26.0
141.75,25.5
141.75,25.5
141.75,25.5
141.75,26.0
115.25,26.0
115.25,26.0
112.0,25.5
112.0,25.5
