FHR_denoised,UC
0.0,26.0
0.0,26.0
0.0,26.0
0.0,26.0
0.0,26.0
87.5,26.0
87.5,26.5
87.75,27.0
87.75,27.5
87.75,27.5
88.25,27.0
88.25,27.0
87.25,27.0
87.25,26.5
92.0,27.0
92.0,27.5
88.25,28.0
88.25,28.0
86.25,28.0
86.25,27.5
87.0,27.5
87.0,27.0
87.0,26.5
84.0,27.0
84.0,26.5
84.0,26.0
84.0,26.0
87.75,26.5
87.75,25.5
90.75,26.0
90.75,26.5
90.75,27.5
90.75,27.5
90.75,27.0
90.75,27.0
90.75,27.0
90.75,27.0
91.0,27.0
91.0,27.0
90.75,26.5
90.75,27.0
91.0,27.0
91.0,27.5
91.0,27.5
100.5,27.5
100.5,27.5
103.0,27.5
103.0,27.5
103.0,27.5
103.0,27.5
101.25,27.5
101.25,27.0
101.25,26.5
99.0,26.0
99.0,25.5
98.75,26.0
98.75,26.5
100.0,27.0
100.0,26.0
100.0,26.0
100.5,25.5
100.5,26.0
99.0,26.0
99.0,26.5
98.75,27.5
98.75,28.5
98.75,29.0
98.75,29.0
98.75,29.5
99.0,30.0
99.0,30.5
103.0,30.0
103.0,30.0
102.0,30.0
102.0,30.0
103.0,31.0
103.0,31.5
103.0,31.5
106.75,31.0
106.75,31.0
110.75,30.5
110.75,29.5
116.0,30.0
116.0,29.5
115.25,29.5
115.0,29.5
115.0,30.0
115.0,29.5
115.75,28.5
115.75,28.0
119.25,27.5
119.25,28.5
117.0,29.0
117.0,30.0
121.5,31.5
121.5,30.5
123.5,31.0
123.5,30.0
123.5,28.0
123.5,24.0
121.5,22.0
121.5,23.5
121.5,23.0
121.5,23.0
121.5,22.5
121.5,21.5
121.5,21.0
121.5,19.5
121.5,18.5
121.5,18.5
121.5,19.5
121.5,20.0
121.5,20.0
124.5,21.0
124.5,20.5
125.25,21.0
125.25,21.0
126.75,21.0
126.75,20.5
126.5,20.5
126.5,20.5
127.0,21.0
127.0,21.0
128.0,21.0
128.0,20.0
128.5,21.0
128.5,21.0
128.5,21.0
128.5,21.0
127.0,24.0
127.0,24.5
127.0,23.5
133.75,23.5
133.75,24.5
134.75,25.5
134.75,26.5
133.75,27.0
133.75,27.0
137.5,27.0
137.5,27.0
135.75,27.0
138.0,26.5
138.0,26.5
138.25,26.5
138.25,26.0
136.25,26.0
136.25,25.5
137.5,25.0
137.5,24.5
137.5,24.5
139.5,23.5
139.5,21.5
139.5,24.5
139.5,28.5
139.5,26.0
139.5,26.0
139.5,27.0
139.5,27.5
139.5,28.0
142.5,29.0
142.75,29.5
142.75,29.5
139.5,30.5
139.5,31.0
142.0,31.5
141.5,32.0
141.5,31.5
142.25,33.0
142.25,33.5
141.25,33.5
141.25,33.5
143.25,33.5
142.75,33.5
142.75,33.5
142.25,33.5
144.5,33.0
144.5,33.5
143.25,32.5
143.25,29.0
140.75,27.5
140.75,27.0
136.75,29.5
134.5,33.5
134.5,28.5
136.75,29.0
136.75,28.5
135.75,28.5
139.25,28.5
139.25,28.5
142.25,29.0
142.25,29.0
142.75,29.0
139.25,29.0
139.25,29.0
142.5,29.0
142.5,28.5
142.5,29.0
142.5,26.5
142.5,26.5
142.5,30.5
142.5,28.5
142.5,28.5
142.5,28.5
142.5,28.5
142.5,28.5
142.5,28.0
142.5,28.5
134.25,28.5
134.25,29.5
134.25,30.0
129.25,33.5
129.25,32.5
133.0,31.0
133.0,31.5
135.75,32.5
135.75,33.0
128.75,34.5
128.75,35.5
130.5,36.0
131.0,35.5
131.0,34.5
131.25,34.5
131.25,33.5
132.75,31.0
132.75,31.0
134.25,31.5
134.25,32.5
132.75,36.0
133.0,37.0
133.0,35.0
136.0,34.5
136.0,33.5
139.75,34.0
141.25,34.0
141.25,34.5
139.75,35.5
139.75,36.0
139.25,35.5
139.25,35.0
142.0,34.0
140.75,35.5
140.75,39.0
137.25,39.0
137.25,38.0
137.5,38.0
137.5,38.0
139.75,38.0
142.25,38.5
142.25,38.5
141.0,40.5
141.0,41.5
140.5,42.5
140.5,42.0
135.5,41.0
135.5,40.5
137.25,39.0
133.5,39.5
133.5,41.0
132.0,41.0
132.0,40.0
130.0,40.5
130.0,41.0
128.0,40.5
126.75,38.5
126.75,38.0
126.75,35.0
126.75,31.5
126.75,32.0
126.75,34.0
123.0,32.0
123.0,30.5
121.0,30.0
121.0,29.0
120.25,30.0
120.25,31.0
123.75,30.0
123.75,28.5
123.75,28.0
123.75,29.0
123.75,30.5
123.75,30.5
124.0,29.5
124.0,29.5
123.75,29.5
123.75,30.0
121.5,31.0
121.5,30.5
121.25,29.0
121.25,30.0
119.75,31.0
119.75,30.5
119.25,29.5
119.25,29.0
119.25,28.5
119.75,30.0
119.75,31.5
119.75,31.5
119.75,30.5
119.5,30.5
119.5,30.0
119.5,32.0
119.5,32.5
119.5,33.0
119.5,31.5
119.5,30.5
119.25,31.0
119.25,31.5
119.25,33.0
119.5,33.5
119.25,33.5
1.0701922985128695e-32,32.5
1.0701922985128695e-32,32.0
1.0701922985128695e-32,32.5
1.0701922985128695e-32,32.0
1.0701922985128695e-32,32.5
1.0701922985128695e-32,32.5
1.0701922985128695e-32,32.5
1.0701922985128695e-32,33.0
1.0701922985128695e-32,33.0
1.0701922985128695e-32,33.0
1.0701922985128695e-32,32.5
1.0701922985128695e-32,32.0
1.0701922985128695e-32,31.5
1.0701922985128695e-32,31.5
1.0701922985128695e-32,31.0
1.0701922985128695e-32,31.5
123.0,31.5
123.0,32.0
123.0,32.0
123.0,31.5
123.0,31.0
123.0,31.0
121.5,31.0
121.5,30.5
120.25,30.5
120.25,30.5
121.5,30.5
121.5,31.0
121.25,31.0
121.25,31.0
120.5,31.0
120.5,30.5
123.0,30.5
124.75,30.5
124.75,30.5
124.75,30.5
124.75,31.0
125.75,31.5
125.75,32.0
125.0,31.5
125.0,31.0
125.25,31.0
125.25,30.5
125.75,30.5
125.75,31.0
127.25,31.5
127.25,32.0
128.25,32.5
128.25,31.5
129.0,31.0
129.75,30.5
129.75,30.5
129.0,31.0
129.0,32.0
130.75,32.0
130.75,33.0
130.75,33.0
130.75,32.0
130.75,31.5
130.75,31.0
131.0,30.5
131.0,31.0
131.0,32.0
130.75,32.0
131.0,32.0
1.0701922985128695e-32,31.5
1.0701922985128695e-32,30.5
1.0701922985128695e-32,30.5
1.0701922985128695e-32,30.5
131.25,30.5
131.25,33.0
131.25,34.0
131.25,32.5
131.25,32.5
131.25,31.5
131.25,32.5
131.25,33.5
131.5,34.0
131.5,34.0
131.5,33.5
131.5,33.0
1.0701922985128695e-32,33.5
1.0701922985128695e-32,35.0
1.0701922985128695e-32,35.5
1.0701922985128695e-32,35.0
1.0701922985128695e-32,36.5
1.0701922985128695e-32,36.5
1.0701922985128695e-32,35.5
1.0701922985128695e-32,36.0
1.0701922985128695e-32,36.0
1.0701922985128695e-32,37.5
147.25,38.0
147.25,37.0
146.5,37.5
146.5,38.5
146.5,38.5
146.5,33.5
146.5,32.5
146.5,31.5
146.5,30.5
146.5,31.0
146.5,32.0
146.5,31.0
146.5,31.0
146.5,34.5
146.5,40.0
146.5,35.0
1.0701922985128695e-32,31.5
1.0701922985128695e-32,31.0
1.0701922985128695e-32,31.0
1.0701922985128695e-32,31.5
1.0701922985128695e-32,31.5
1.0701922985128695e-32,33.5
1.0701922985128695e-32,33.5
1.0701922985128695e-32,32.5
1.0701922985128695e-32,32.0
1.0701922985128695e-32,31.5
1.0701922985128695e-32,31.0
1.0701922985128695e-32,31.5
1.0701922985128695e-32,31.0
1.0701922985128695e-32,31.0
1.0701922985128695e-32,30.5
148.75,29.5
147.0,31.0
147.0,32.0
146.25,30.5
146.25,31.0
147.0,31.0
147.0,32.0
147.0,33.0
147.75,32.5
147.75,32.5
148.25,32.5
148.0,31.5
148.0,31.5
148.75,31.5
148.25,32.0
148.25,32.5
149.25,31.5
149.25,32.0
147.75,35.5
147.25,35.5
147.25,34.5
145.25,35.5
145.25,35.5
