FHR_denoised,UC
112.75,12.0
112.75,11.0
114.0,11.0
114.0,7.0
114.5,7.0
114.5,5.0
114.5,5.0
105.0,8.0
105.0,8.0
105.0,11.0
102.0,11.0
107.25,10.0
107.25,10.0
108.75,6.0
108.75,6.0
108.75,3.0
105.25,3.0
105.25,4.0
102.5,4.0
102.5,5.0
99.25,5.0
99.25,8.0
99.25,8.0
100.75,10.0
100.75,10.0
110.0,8.0
110.0,8.0
117.25,4.0
117.25,4.0
117.25,3.0
117.25,3.0
110.0,4.0
110.0,4.0
115.0,8.0
115.0,8.0
115.0,11.0
111.5,11.0
111.5,12.0
110.25,12.0
110.25,9.0
112.25,9.0
112.25,5.0
108.0,5.0
108.0,3.0
110.25,3.0
110.25,4.0
114.0,4.0
114.0,7.0
116.25,7.0
116.25,9.0
118.0,9.0
118.0,9.0
118.0,9.0
112.75,6.0
112.75,6.0
113.25,5.0
113.25,5.0
115.5,5.0
115.5,5.0
109.5,8.0
109.5,8.0
110.75,10.0
110.75,10.0
110.0,11.0
110.0,11.0
115.75,9.0
115.75,9.0
121.0,7.0
121.0,7.0
120.5,6.0
120.5,6.0
116.25,7.0
116.25,7.0
119.5,8.0
119.5,8.0
119.5,10.0
119.5,10.0
122.0,9.0
122.0,9.0
119.5,7.0
119.5,7.0
119.5,6.0
115.0,6.0
115.0,6.0
114.0,6.0
114.0,7.0
114.5,7.0
114.5,8.0
122.0,8.0
122.0,9.0
125.0,9.0
125.0,11.0
122.5,11.0
126.0,13.0
126.0,13.0
125.0,12.0
125.0,12.0
124.5,11.0
124.5,11.0
121.0,10.0
121.0,10.0
118.0,10.0
118.0,10.0
113.25,11.0
113.25,11.0
113.25,10.0
106.75,10.0
106.75,7.0
114.0,7.0
114.0,5.0
113.75,5.0
113.75,4.0
116.75,4.0
116.75,5.0
117.75,5.0
117.75,6.0
118.0,6.0
118.0,6.0
115.0,6.0
115.0,4.0
122.0,4.0
122.0,3.0
116.75,3.0
116.75,2.0
116.25,2.0
116.25,2.0
119.5,2.0
119.5,2.0
113.75,2.0
113.75,2.0
118.5,2.0
118.5,3.0
119.0,3.0
119.0,2.0
119.5,2.0
119.5,1.0
118.0,1.0
118.0,0.0
119.0,0.0
119.0,0.0
121.5,0.0
121.5,0.0
132.75,0.0
132.75,0.0
132.75,0.0
132.75,1.0
132.75,1.0
132.75,0.0
132.75,0.0
121.0,0.0
121.0,0.0
122.0,0.0
122.0,0.0
120.0,0.0
124.0,0.0
124.0,0.0
127.75,0.0
127.75,0.0
125.5,0.0
125.5,0.0
128.75,0.0
128.75,0.0
