FHR_denoised,UC
126.0,26.5
126.0,27.0
124.5,28.5
124.5,30.0
126.0,33.0
127.25,35.5
127.25,37.0
125.75,37.0
125.75,34.5
123.25,33.0
123.25,33.0
120.0,33.5
120.0,33.5
117.75,34.0
117.75,34.0
117.75,34.0
118.25,33.0
118.25,32.5
118.0,32.0
118.5,32.5
118.5,33.5
118.5,35.5
118.0,38.0
117.5,40.0
117.5,41.5
117.5,39.0
116.0,36.5
116.0,35.5
119.0,35.5
119.0,36.0
119.75,35.0
119.75,35.0
120.25,35.0
120.25,34.0
121.0,32.5
121.0,31.5
120.5,30.5
121.0,31.0
121.0,32.0
121.0,33.5
120.0,35.0
119.5,36.0
119.5,36.0
119.5,33.5
121.0,31.0
123.0,30.5
123.0,30.5
123.0,30.0
122.5,29.5
120.5,29.0
120.5,28.0
120.5,27.0
116.75,25.0
116.75,24.5
118.5,24.5
118.5,24.5
120.75,25.5
120.75,27.0
119.0,28.5
119.0,29.5
115.5,29.5
115.5,26.0
114.75,24.0
114.75,23.5
115.0,23.5
115.0,23.5
113.5,22.5
113.5,22.5
111.5,21.5
111.5,20.0
106.25,18.5
106.25,17.5
106.25,17.5
101.25,17.5
101.25,18.5
101.5,20.0
101.5,21.5
101.5,20.5
99.75,18.0
99.75,16.5
100.5,15.5
100.5,15.0
100.5,15.0
100.5,15.0
100.5,14.0
100.75,13.0
100.75,12.5
101.25,11.5
101.25,11.0
101.25,12.0
99.25,13.0
99.25,14.5
98.75,15.5
98.75,14.0
100.0,12.0
100.0,11.0
101.0,11.0
101.0,11.0
101.25,11.5
101.25,11.0
101.25,10.5
101.25,10.0
102.0,9.5
102.0,8.5
102.0,8.0
103.0,9.0
103.0,10.0
101.25,11.5
101.25,13.5
101.25,15.0
99.75,15.5
99.75,13.0
101.5,11.5
101.5,11.5
101.5,12.0
101.5,12.0
101.5,13.0
102.75,13.0
102.75,12.5
77.5,11.5
77.5,11.0
77.5,11.0
77.5,11.5
77.5,12.0
77.5,14.0
77.75,16.0
77.75,17.5
77.75,16.5
77.75,14.5
85.5,13.5
85.5,13.0
85.75,13.5
85.75,14.0
85.75,14.0
82.5,13.5
82.5,13.5
85.0,13.5
85.0,13.0
85.0,11.5
88.25,11.5
88.25,12.5
88.25,13.0
88.25,13.5
65.5,14.5
65.5,15.5
65.5,14.5
76.75,13.0
76.75,13.0
76.75,13.0
82.0,13.0
82.0,12.5
82.0,13.0
91.25,13.0
91.25,13.0
97.0,12.5
97.0,11.5
92.5,10.5
92.5,10.5
92.5,10.5
90.0,10.5
90.0,10.5
90.0,11.0
92.25,12.0
92.25,13.0
92.75,13.5
92.75,13.0
93.75,12.5
93.75,12.0
93.75,12.0
100.0,12.0
100.0,13.0
101.75,13.0
101.75,12.5
101.75,11.5
98.75,11.0
98.75,11.0
92.25,11.5
92.25,12.0
92.25,13.5
94.0,14.5
94.0,15.5
94.0,14.0
94.5,13.5
94.5,13.5
95.5,13.5
95.5,14.0
101.75,13.5
101.75,13.5
101.75,13.0
102.25,13.0
102.25,13.0
102.0,13.5
102.0,14.5
104.25,15.5
104.25,16.5
104.25,17.0
104.25,16.0
104.25,14.5
103.5,14.0
103.5,14.5
105.0,14.0
105.0,14.0
105.25,13.5
105.25,13.5
105.25,12.0
104.25,11.5
104.25,11.0
103.75,10.5
103.75,10.5
103.75,11.0
96.75,11.0
96.75,12.0
96.5,13.5
96.5,14.5
85.25,16.0
85.25,17.5
85.5,18.5
85.5,17.0
85.5,16.0
86.0,15.5
86.0,15.0
87.25,14.5
87.25,14.5
87.25,14.0
82.25,13.5
82.25,12.0
82.25,11.5
82.25,11.0
74.25,10.5
74.25,10.5
74.25,10.5
78.75,10.5
78.75,11.0
78.75,12.0
82.25,12.5
82.25,13.5
82.25,13.0
83.0,12.0
83.0,11.5
83.0,11.0
87.25,11.5
87.25,11.5
87.5,11.5
87.5,11.0
80.5,10.5
80.5,10.0
80.5,9.5
82.75,9.0
82.75,8.5
82.75,8.0
85.5,8.0
85.5,8.5
86.25,9.0
86.25,9.5
86.25,10.5
88.75,11.5
88.75,12.0
90.75,11.0
90.75,10.5
90.75,10.5
90.75,10.5
90.25,10.5
90.25,11.0
91.25,11.0
91.25,10.5
91.25,9.5
93.75,10.0
93.75,11.0
99.5,12.0
99.5,13.5
100.5,14.5
100.5,15.5
100.5,15.5
101.0,14.5
101.0,13.5
102.0,13.0
102.0,13.0
102.75,13.0
102.75,12.5
102.75,12.0
101.0,11.5
101.0,11.0
101.0,10.0
101.0,9.0
106.25,8.5
106.25,8.5
106.25,9.0
106.0,9.5
106.0,10.0
106.25,10.5
106.25,11.0
106.0,11.5
106.0,10.5
106.0,9.5
106.0,9.5
106.0,10.0
107.0,9.5
107.0,9.0
106.5,9.0
106.5,9.0
104.25,8.5
104.25,7.5
104.25,7.5
104.25,7.5
94.0,8.0
94.0,8.5
100.25,9.5
100.25,10.5
103.5,11.5
103.5,11.5
103.5,10.5
107.25,10.0
107.25,10.0
110.5,9.5
110.5,9.5
110.5,10.0
123.5,9.5
123.0,9.0
123.0,8.0
122.75,8.0
122.75,7.5
122.0,7.5
122.0,7.0
121.0,6.0
121.0,6.5
119.75,6.5
119.75,7.0
118.75,7.5
118.75,8.0
118.5,8.5
118.5,9.5
117.5,9.0
117.5,8.0
117.5,8.0
115.75,8.0
115.75,8.0
115.0,8.0
115.0,7.5
116.5,6.5
116.5,6.5
119.0,5.5
119.0,5.5
120.25,5.5
120.25,5.0
121.25,5.0
121.25,5.0
123.0,5.0
123.0,5.5
124.0,6.0
123.5,6.0
123.5,7.0
122.5,8.0
122.5,8.5
123.25,8.0
123.25,8.0
123.75,8.0
123.75,8.5
124.25,8.0
124.25,8.0
125.0,8.0
125.0,8.0
123.0,7.5
123.0,6.5
122.25,6.5
122.25,6.5
123.25,6.0
123.25,6.0
123.75,6.0
123.75,6.5
